1.808515000000000014e-04,1.076680999999999992e-02,5.556068000000000118e-02
1.013855999999999959e-02,6.579480000000000398e-03,5.512482999999999966e-02
9.275573999999999972e-03,8.928877999999999468e-03,4.840472999999999998e-02
5.065896999999999761e-03,7.488683000000000319e-03,4.977497000000000171e-02
1.081025000000000041e-02,6.140966000000000306e-03,4.301313999999999832e-02
4.045100999999999732e-03,6.944317000000000198e-03,4.472928999999999794e-02
4.757375000000000319e-03,3.552422999999999866e-03,4.371897999999999757e-02
6.213647000000000094e-03,2.537128000000000039e-03,3.537853999999999999e-02
3.306743999999999916e-03,4.084532000000000093e-03,3.118777000000000008e-02
7.571940999999999568e-03,5.118448000000000268e-03,2.356718999999999828e-02
5.407117000000000347e-03,5.892267999999999985e-03,2.100047000000000025e-02
6.221276000000000410e-03,7.249870999999999746e-03,1.614700000000000163e-02
6.895028000000000094e-03,9.790774000000000352e-03,1.193250000000000040e-02
4.610259999999999705e-03,7.661137999999999629e-03,1.503766999999999951e-02
7.331332999999999774e-03,5.189359999999999633e-03,1.342049000000000020e-02
5.077667000000000118e-03,6.823079000000000123e-03,1.004152999999999990e-02
5.762556000000000275e-03,5.606930999999999894e-03,5.198976000000000118e-03
6.692748000000000100e-03,4.729647000000000018e-03,4.417609000000000292e-03
5.443238000000000416e-03,4.183207000000000418e-03,5.115477999999999692e-03
8.240951999999999306e-03,7.066339000000000040e-04,1.132596000000000037e-03
6.506450999999999901e-03,-4.544368000000000127e-04,2.293523000000000003e-03
6.531523000000000016e-03,-2.410674000000000020e-04,9.631305000000000378e-04
7.422441000000000108e-03,-5.438688000000000333e-04,-2.421894999999999864e-03
5.771769000000000378e-03,-9.499843999999999910e-04,-2.543872999999999881e-03
6.240187000000000338e-03,-1.421207000000000069e-03,-5.352179000000000311e-03
4.622982000000000306e-03,-1.361999000000000022e-03,-6.410034999999999691e-03
4.832961999999999675e-03,-2.328839999999999990e-03,-7.964333999999999997e-03
5.498745999999999669e-03,-3.931010000000000407e-03,-1.074675999999999930e-02
4.341186000000000350e-03,-4.676218999999999688e-03,-1.239214999999999935e-02
5.098018000000000167e-03,-1.352050000000000040e-03,-1.606805999999999859e-02
4.268741999999999849e-03,2.857770999999999836e-03,-1.952699000000000101e-02
3.045186999999999981e-03,-8.045507999999999610e-04,-2.220555000000000098e-02
3.204191999999999804e-03,-5.447913999999999882e-03,-2.264172999999999880e-02
4.520399999999999939e-03,-4.810001999999999854e-03,-2.207231999999999944e-02
5.127210999999999574e-03,-4.869237999999999691e-03,-2.033108999999999958e-02
3.549791000000000057e-03,-4.080336000000000379e-03,-1.490970999999999963e-02
4.234232999999999573e-03,-6.791119000000000192e-04,-1.410745000000000055e-02
4.468670000000000107e-03,1.696425000000000103e-03,-1.509571000000000003e-02
3.572702000000000083e-03,2.687273000000000005e-03,-1.274282000000000019e-02
5.136278000000000198e-03,3.054424000000000028e-03,-1.528553000000000030e-02
5.379786000000000117e-03,3.114898000000000059e-03,-2.040134999999999865e-02
4.408519999999999973e-03,2.052628999999999825e-03,-2.351048999999999847e-02
2.244039000000000190e-03,1.515291999999999898e-03,-2.482573000000000071e-02
-1.183597999999999898e-03,2.070830000000000067e-03,-2.435599999999999918e-02
-6.795342000000000439e-04,-6.266231000000000145e-04,-2.528920999999999947e-02
2.281388999999999986e-03,-4.514772000000000229e-03,-2.351452999999999877e-02
3.653728000000000184e-03,-5.925922999999999607e-03,-1.848243000000000108e-02
2.312639000000000014e-03,-5.062805000000000083e-03,-1.730019000000000001e-02
-4.042194000000000283e-05,-2.244476999999999930e-03,-1.922518000000000143e-02
5.342253999999999623e-04,-7.860878000000000396e-04,-2.209266999999999828e-02
2.963262999999999835e-03,-1.218282000000000002e-03,-2.442541000000000156e-02
4.399468000000000129e-03,-1.676406999999999984e-03,-2.855689000000000144e-02
2.702339000000000217e-03,-2.273432000000000144e-03,-3.300622000000000278e-02
3.452309999999999884e-04,-4.803612999999999980e-03,-2.600014999999999965e-02
